"ID","Player","Team","Position","RkOv","Status","Score","Ros","+/-","MIN","FGA","FG%","3PTM","3PTA","FTA","FT%","PTS","REB","AST","ST","BLK","TO"
"*06ps5*","Jahmir Young","MIA","PG,G","516","FA","17.01","1%","0%","4.6","2.0",".364","0.2","0.7","0.2","1.000","1.8","0.4","0.5","0.1","0.0","0.3"
"*049kf*","Mo Bamba","(N/A)","C","517","FA","16.98","3%","0%","10.9","2.8",".455","0.0","0.0","0.0","0","2.5","5.5","0.3","0.0","0.8","0.5"
"*06mog*","Riley Minix","CLE","SF,F","518","FA","16.9","1%","0%","3.9","2.0",".667","0.5","1.0","0.0","0","3.2","0.8","0.7","0.2","0.0","0.3"
"*042np*","Skal Labissiere","(N/A)","PF,F,C","519","FA","16.88","0%","0%","12.5","3.3",".600","0.3","1.7","0.0","0","4.3","3.0","1.0","0.7","0.3","0.3"
"*06pu0*","Emanuel Miller","SA","PF,F","520","FA","16.85","1%","0%","6.6","2.6",".462","0.4","1.2","0.4",".500","3.0","0.6","0.8","0.4","0.0","0.0"
"*06v87*","Koby Brea","PHO","PG,SG,G","521","FA","16.82","8%","0%","4.7","2.0",".429","0.7","1.6","0.3","1.000","2.7","0.3","0.6","0.0","0.0","0.0"
"*06mp0*","Isaiah Stevens","SAC","PG,G","522","FA","16.77","1%","0%","14.3","2.3",".429","0.0","0.3","1.3","1.000","3.3","1.0","3.3","1.7","0.0","0.7"
"*06mp4*","Trey Alexander","NO","SG,G","523","FA","16.57","4%","0%","8.3","1.8",".667","0.4","0.6","0.0","0","2.8","0.8","1.0","0.2","0.2","0.2"
"*051pg*","Cody Martin","(N/A)","SG,G,SF,PF,F","524","FA","16.55","2%","0%","13.8","2.5",".200","0.0","1.3","1.5",".500","1.8","3.5","0.5","1.0","0.5","1.0"
"*05qu1*","James Wiseman","(N/A)","C","525","FA","16.52","4%","0%","14.6","2.5",".600","0.0","0.0","0.5",".500","3.3","2.0","0.8","0.0","0.3","1.3"
"*0621p*","Wendell Moore","DET","SG,G,SF,F","526","FA","16.47","2%","0%","10.9","1.4",".571","0.0","0.2","0.4","1.000","2.0","1.2","0.6","0.4","0.4","0.2"
"*06him*","Trey Jemison","NY","C","527","FA","16.43","2%","0%","5.5","0.6",".571","0.0","0.0","0.1","1.000","0.8","1.5","0.3","0.1","0.2","0.5"
"*06prk*","Tristan Enaruna","CLE","SF,F","528","FA","16.4","1%","0%","5.7","2.7",".375","0.2","0.8","0.2",".000","2.2","1.5","0.5","0.2","0.0","0.3"
"*06mk4*","Nikola Topic","OKC","PG,G","529","FA","16.35","30%","0%","10.5","3.2",".438","0.4","1.0","0.0","0","3.2","1.6","2.0","0.0","0.0","2.2"
"*06mki*","Dillon Jones","NY","SF,F","530","FA","16.2","5%","0%","4.5","1.0",".167","0.2","0.7","0.7","1.000","1.2","1.0","0.7","0.3","0.0","0.0"
"*072ae*","Sean Pedulla","LAC","PG,G","531","FA","16.12","0%","0%","5.8","3.3",".385","0.8","2.3","0.0","0","3.3","0.5","1.0","0.0","0.0","0.0"
"*051p1*","Brandon Clarke","MEM","SF,PF,F","532","FA","16.05","13%","0%","10.2","4.5",".333","0.0","0.0","2.0",".500","4.0","3.0","0.5","1.0","0.0","0.0"
"*06hdy*","Drew Peterson","(N/A)","PF,F","533","FA","16.04","0%","0%","10.7","2.7",".125","0.0","2.0","0.3",".500","0.8","1.5","0.3","0.5","0.2","0.0"
"*073rx*","Jayson Kent","POR","SF,F","534","FA","15.91","0%","0%","6.5","2.0",".667","0.3","1.0","0.3","1.000","3.3","1.3","0.0","0.3","0.3","0.0"
"*06mlf*","Tyler Smith","DAL","PF,F","535","FA","15.91","6%","0%","6.7","2.2",".364","0.4","1.8","0.4",".500","2.2","1.2","0.0","0.2","0.0","0.6"
"*07234*","Keshon Gilbert","ATL","PG,SG,G","536","FA","15.88","0%","0%","16.1","1.3",".250","0.0","0.7","1.3","1.000","2.0","1.7","1.0","0.7","1.3","2.0"
"*0622z*","Orlando Robinson","(N/A)","C","537","FA","15.83","2%","0%","6.2","1.3",".600","0.3","0.5","0.0","0","1.8","1.0","0.8","0.3","0.0","0.0"
"*06yzq*","Curtis Jones","DEN","SG,G","538","FA","15.82","2%","0%","4.7","2.0",".286","0.1","1.3","0.0","0","1.3","0.7","0.6","0.1","0.0","0.1"
"*05ujk*","Dalano Banton","(N/A)","PG,SG,G","539","FA","15.82","2%","0%","5.0","1.8",".444","0.0","0.0","0.4","1.000","2.0","0.2","0.8","0.2","0.2","0.4"
"*06v8b*","Rocco Zikarsky","MIN","C","540","FA","15.79","9%","0%","4.1","1.3",".600","0.0","0.0","0.0","0","1.5","1.3","0.0","0.0","0.8","0.0"
"*06cde*","Chris Livingston","(N/A)","SF,F","541","FA","15.76","2%","0%","5.8","2.3",".571","0.0","1.0","0.3","1.000","3.0","1.0","0.3","0.3","0.0","0.0"
"*0722p*","Norchad Omier","LAC","SF,PF,F","542","FA","15.73","1%","0%","4.7","1.7",".800","0.0","0.3","0.0","0","2.7","1.3","0.3","0.3","0.0","0.0"
"*06mmh*","Isaac Jones","DET","PF,F","543","FA","15.64","2%","0%","4.4","1.0",".500","0.0","0.3","0.3",".500","1.2","0.8","0.2","0.0","0.2","0.0"
"*06z4q*","Chris Manon","LAL","PG,SG,G","544","FA","15.62","2%","0%","4.2","0.3",".000","0.0","0.3","0.3","1.000","0.3","1.0","0.2","0.5","0.3","0.2"
"*03acy*","Dario Saric","(N/A)","C","545","FA","15.59","3%","0%","8.3","1.2",".167","0.2","0.6","0.4","1.000","1.0","1.2","0.4","0.0","0.0","0.4"
"*06mlu*","Harrison Ingram","SA","SF,F","546","FA","15.58","4%","0%","3.5","1.0",".800","0.2","0.2","0.0","0","1.8","0.6","0.2","0.0","0.0","0.0"
"*06cep*","Jacob Toppin","(N/A)","SF,F","547","FA","15.56","1%","0%","3.4","1.2",".667","0.0","0.0","0.0","0","1.6","0.2","0.2","0.0","0.2","0.0"
"*06mm6*","N'Faly Dante","(N/A)","C","548","FA","15.3","3%","0%","3.9","1.0",".250","0.0","0.0","0.3","1.000","0.8","1.8","0.0","0.5","0.0","0.3"
"*0621m*","David Roddy","DEN","PF,F","549","FA","15.24","1%","0%","6.1","1.5",".000","0.0","1.5","1.0","1.000","1.0","2.0","1.0","0.5","0.0","0.0"
"*06vxy*","Vladislav Goldin","MIA","C","550","FA","15.22","5%","0%","2.8","0.6",".667","0.0","0.0","0.0","0","0.8","0.8","0.4","0.0","0.2","0.2"
"*074bu*","Adama Bal","MEM","SG,G","551","FA","15.16","0%","0%","27.6","8.0",".125","1.0","5.0","0.0","0","3.0","2.0","3.0","2.0","0.0","0.0"
"*049s6*","Markelle Fultz","TOR","PG,G","552","FA","15.14","2%","+1%","8.6","2.5",".200","0.0","0.0","0.0","0","1.0","0.3","2.0","0.5","0.0","1.0"
"*06vxs*","Hunter Sallis","(N/A)","SG,G","553","FA","15.06","2%","0%","3.7","0.7",".600","0.0","0.0","0.3",".500","1.0","0.1","0.6","0.0","0.1","0.7"
"*062d2*","Buddy Boeheim","(N/A)","SF,F","554","FA","15","0%","0%","3.8","1.5",".333","0.5","1.5","0.0","0","1.5","0.0","0.0","0.0","0.0","0.0"
"*06v8j*","John Tonje","BOS","PG,SG,G","555","FA","14.95","4%","0%","3.0","0.5",".000","0.0","0.5","0.5","1.000","0.5","0.5","0.3","0.3","0.0","0.0"
"*06mmr*","Zyon Pullin","MIN","SG,G","556","FA","14.94","0%","0%","3.1","0.5","1.000","0.0","0.0","1.0","1.000","2.0","0.0","1.5","0.5","0.0","1.0"
"*06va1*","Max Shulga","BOS","PG,SG,G","557","FA","14.89","3%","0%","1.8","0.6",".250","0.0","0.1","0.3","1.000","0.6","0.1","0.3","0.0","0.0","0.1"
"*06pfe*","Trentyn Flowers","(N/A)","SF,F","558","FA","14.83","2%","0%","2.8","1.5",".667","0.0","0.5","0.0","0","2.0","0.5","0.5","0.0","0.0","0.5"
"*06cdj*","Colby Jones","(N/A)","SG,G","559","FA","14.78","1%","0%","6.8","3.0",".333","0.0","2.0","0.0","0","2.0","4.0","2.0","0.0","0.0","0.0"
"*073pt*","Payton Sandfort","OKC","SF,F","560","FA","14.78","0%","0%","3.5","2.5",".200","0.5","2.0","1.0",".500","2.0","1.0","0.0","0.0","0.0","0.5"
"*07240*","Jahmyl Telfort","(N/A)","SF,PF,F","561","FA","14.76","0%","0%","4.0","0.5",".000","0.0","0.5","0.5",".250","0.1","0.4","0.1","0.1","0.0","0.1"
"*065ve*","Stanley Umude","(N/A)","SG,G","562","FA","14.71","0%","0%","3.3","1.0",".500","0.0","0.5","0.0","0","1.0","0.0","0.5","0.5","0.0","0.0"
"*06mlw*","Enrique Freeman","MIN","PF,F","563","FA","14.67","2%","0%","4.0","0.0","0","0.0","0.0","0.0","0","0.0","1.5","0.0","0.0","0.5","0.0"
"*06gsd*","Alex Morales","ORL","PG,SG,G","564","FA","14.65","0%","0%","12.0","2.0",".500","0.0","0.0","0.0","0","2.0","3.0","4.0","0.0","0.0","2.0"
"*06cp2*","Colin Castleton","ORL","C","565","FA","14.65","2%","0%","10.3","3.0",".333","0.0","0.0","0.0","0","2.0","4.0","1.0","0.0","0.0","2.0"
"*06vxw*","Hunter Dickinson","NO","C","566","FA","14.61","4%","0%","4.7","2.0",".500","0.0","0.0","0.0","0","2.0","0.0","0.0","0.0","1.0","2.0"
"*05yab*","Olivier Sarr","CLE","C","567","FA","14.59","0%","0%","4.2","0.0","0","0.0","0.0","2.0",".500","1.0","0.0","0.0","0.0","0.0","0.0"
"*06vy2*","Chucky Hepburn","TOR","PG,G","568","FA","14.58","2%","0%","6.6","3.0",".000","0.0","2.5","0.0","0","0.0","0.5","1.0","0.5","0.0","0.5"
"*06y4e*","CJ Huntley","PHO","SF,PF,F","569","FA","14.55","1%","0%","4.7","2.0",".500","0.0","0.0","0.0","0","2.0","0.0","0.0","0.0","0.0","0.0"
"*06225*","Trevor Keels","MIA","SG,G","570","FA","14.52","1%","0%","1.2","1.0",".000","0.0","0.8","0.0","0","0.0","0.5","0.0","0.0","0.0","0.0"
"*06v5u*","Noa Essengue","CHI","SF,PF,F","571","FA","14.51","26%","0%","3.0","1.5",".000","0.0","1.0","0.0","0","0.0","0.0","0.0","0.5","0.0","0.0"
"*06hfc*","Tosan Evbuomwan","CHA","SF,F","572","FA","14.47","1%","0%","1.5","0.2",".000","0.0","0.0","0.0","0","0.0","0.4","0.0","0.0","0.0","0.0"
"*0729e*","Darius Brown","(N/A)","PG,SG,G","573","FA","14.43","0%","0%","2.7","1.0",".000","0.0","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0"
"*02nf6*","Damian Lillard","POR","PG,G","574","FA","14.38","40%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063e4*","Awudu Abass","(N/A)","PF,F","575","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ptq*","Max Abmas","(N/A)","PG,G","576","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031mi*","lex Abrines","(N/A)","SG,G,SF,F","577","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng1*","Quincy Acy","(N/A)","SF,PF,F","578","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ch*","Jalen Adams","(N/A)","PG,G","579","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rvy*","Jaylen Adams","(N/A)","PG,G","580","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6q*","Jordan Adams","(N/A)","SG,G","581","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06238*","Jalen Adaway","(N/A)","SG,G","582","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vxy*","Deng Adel","(N/A)","C","583","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mlx*","Melvin Ajinca","(N/A)","SF,PF,F","584","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pw4*","James Akinjo","(N/A)","PG,SG,G","585","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ah*","Jaden Akins","(N/A)","SG,G","586","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04uq3*","DeVaughn Akoon-Purcell","(N/A)","PG,G","587","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ngh*","Furkan Aldemir","(N/A)","PF,F","588","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03acw*","Cliff Alexander","(N/A)","PF,F","589","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052h3*","Kyle Alexander","(N/A)","PF,F","590","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qvw*","Ty-Shon Alexander","(N/A)","SG,G","591","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcd*","Bryce Alford","(N/A)","PG,G","592","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sxx*","Rawle Alkins","(N/A)","SG,G","593","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exg*","Kadeem Allen","NY","SG,G","594","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059z0*","Marcus Allen","(N/A)","PG,G","595","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ho3*","Timmy Allen","(N/A)","SF,F","596","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wvw*","Derrick Alston","(N/A)","SG,G,SF,F","597","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mos*","Keve Aluma","(N/A)","SF,PF,F","598","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyk*","Al-Farouq Aminu","(N/A)","SF,PF,F","599","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03nwr*","Justin Anderson","(N/A)","SG,G,SF,F","600","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0480b*","Andrew Andrews","(N/A)","PG,G","601","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xgi*","Braian Angola-Rodas","(N/A)","SG,G","602","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exa*","Ike Anigbogu","(N/A)","C","603","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0728q*","Alex Antetokounmpo","MIL","SF,F","604","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qt0*","Kostas Antetokounmpo","(N/A)","PF,F","605","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kqq*","Keith Appling","(N/A)","PG,G","606","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043un*","Ryan Arcidiacono","(N/A)","PG,G","607","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065vb*","Adonis Arms","(N/A)","SF,PF,F","608","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rph*","Taran Armstrong","(N/A)","PG,G","609","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k0p*","Jamel Artis","(N/A)","SF,F","610","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sgl*","Brandon Ashley","(N/A)","PF,F","611","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03whv*","Darion Atkins","(N/A)","PF,F","612","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xmr*","Eric Atkins","(N/A)","PG,G","613","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hin*","Chase Audige","(N/A)","PG,SG,G","614","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0483i*","Zach Auguste","(N/A)","PF,F","615","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0723g*","Zack Austin","(N/A)","SG,G,SF,PF,F","616","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mod*","Luke Avdalovic","(N/A)","PG,G","617","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048zw*","J.J. Avila","(N/A)","SF,F","618","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uur*","Joel Ayayi","(N/A)","SG,G","619","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qu5*","Udoka Azubuike","(N/A)","C","620","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059dn*","Yudai Baba","(N/A)","SF,F","621","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wr5*","Jordan Bachynski","(N/A)","C","622","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ex3*","Dwayne Bacon","(N/A)","SG,G","623","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pvx*","Armando Bacot","(N/A)","SF,PF,F,C","624","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065b6*","Ibou Badji","(N/A)","C","625","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rui*","Marcus Bagley","(N/A)","SF,F","626","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cdb*","Amari Bailey","(N/A)","PG,G","627","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e7c*","Cameron Bairstow","(N/A)","PF,F,C","628","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043ck*","Ron Baker","(N/A)","PG,SG,G","629","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048zq*","Gracin Bakumanya","(N/A)","C","630","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042nc*","Wade Baldwin IV","(N/A)","PG,G","631","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz3*","LiAngelo Ball","(N/A)","SG,G","632","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wql*","Mitch Ballock","(N/A)","SG,G","633","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0440z*","Ondrej Balvin","(N/A)","C","634","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xo0*","James Banks","(N/A)","C","635","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04804*","Anthony Barber","(N/A)","PG,G","636","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xhp*","Jaylen Barford","(N/A)","PG,G","637","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vy3*","Jordan Barnett","(N/A)","SF,F","638","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng4*","Will Barton","(N/A)","SG,G","639","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ybb*","Paris Bass","(N/A)","SF,F","640","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0725e*","Daniel Batcho","(N/A)","SF,PF,F","641","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cd3*","Emoni Bates","(N/A)","SF,F","642","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y0j*","Tamar Bates","(N/A)","PG,SG,G","643","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qso*","Keita Bates-Diop","(N/A)","SF,F","644","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnw*","RaeQuan Battle","(N/A)","PG,SG,G","645","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059vt*","Tyus Battle","(N/A)","SG,G","646","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ku0*","Kadeem Batts","(N/A)","PF,F","647","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hfb*","Damion Baugh","(N/A)","SG,G","648","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xp2*","Troy Baxter","(N/A)","SF,F","649","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02qe4*","Kent Bazemore","(N/A)","SG,G,SF,F","650","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051p3*","Darius Bazley","(N/A)","PF,F","651","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw6*","V.J. Beachem","(N/A)","SF,F","652","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065uu*","Justin Bean","(N/A)","SF,PF,F","653","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ne*","Malik Beasley","(N/A)","SG,G","654","FA","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06he2*","Charles Bediako","(N/A)","C","655","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mmb*","Reece Beekman","(N/A)","PG,G","656","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujj*","Juhann Begarin","(N/A)","PG,SG,G","657","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ex1*","Jordan Bell","(N/A)","C","658","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ng*","DeAndre' Bembry","(N/A)","SF,PF,F","659","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xmu*","Dragan Bender","GS","PF,F,C","660","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kuc*","Jerrelle Benimon","(N/A)","PF,F","661","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031lo*","Anthony Bennett","(N/A)","SF,PF,F","662","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042oa*","Ben Bentil","DAL","SF,PF,F","663","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065vd*","Jules Bernard","(N/A)","SG,G","664","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vu0*","Joel Berry II","(N/A)","PG,G","665","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yvw*","Dairis Bertans","(N/A)","SG,G","666","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027pt*","Davis Bertans","(N/A)","PF,F","667","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059fs*","Javon Bess","(N/A)","SG,G","668","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0622l*","Hugo Besson","(N/A)","PG,G","669","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qss*","Tyler Bey","(N/A)","SF,F","670","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xo5*","Giorgi Bezhanishvili","(N/A)","PF,F","671","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03iy1*","Sim Bhullar","(N/A)","C","672","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xif*","Justin Bibbs","(N/A)","SG,G","673","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cdi*","Tarik Biberovic","(N/A)","SF,F","674","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ci*","Kavell Bigby-Williams","(N/A)","C","675","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065h6*","Marcus Bingham","(N/A)","SF,PF,F","676","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kdj*","Khem Birch","(N/A)","C","677","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exj*","Jabari Bird","(N/A)","SG,G","678","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dq7*","Onuralp Bitim","(N/A)","SG,G","679","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03jr4*","Tarik Black","(N/A)","PF,F,C","680","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fke*","James Blackmon Jr.","(N/A)","SG,G","681","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ggl*","Antonio Blakeney","(N/A)","PG,G","682","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyx*","Eric Bledsoe","(N/A)","PG,G","683","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059q8*","Keljin Blevins","(N/A)","SG,G","684","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exm*","Jaron Blossomgame","(N/A)","SF,F","685","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0393h*","Vander Blue","(N/A)","PG,G","686","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sax*","Trevon Bluiett","(N/A)","PG,SG,G","687","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059y5*","Bennie Boatwright","(N/A)","PF,F","688","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051po*","Bol Bol","(N/A)","PF,F,C","689","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ewz*","Jonah Bolden","(N/A)","PF,F","690","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059q2*","Marques Bolden","(N/A)","C","691","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
